application_id,customer_id,application_date,loan_type,loan_purpose,requested_amount,loan_term_months,interest_rate,applicant_monthly_income,existing_emi,debt_to_income_ratio,collateral_flag,approval_status,approved_amount,decision_date,disbursed_flag,loan_default,first_name,last_name,gender,date_of_birth,age,marital_status,dependents,education,employment_type,occupation,annual_income,city,state,residence_type,years_at_residence,email,phone,kyc_status,customer_since,credit_id,as_of_date,credit_score,num_open_accounts,num_credit_inquiries_6m,credit_utilization_ratio,num_late_payments_30d,num_late_payments_90d,num_defaults_prior,bankruptcies,total_credit_limit,total_outstanding_debt,oldest_account_age_months,default_probability,risk_score,risk_band
APP805353,CUST100920,10-10-2022,Auto,Used Car,311000,84,13.85,105600,11900,0.168,1,Approved,306000,29-10-2022,1,1,Kabir,Joshi,Male,10-07-1987,38,Single,0,Post Graduate,Salaried,Analyst,1267300,Bengaluru,Karnataka,Mortgaged,7,kabir.joshi347@yahoo.in,-8512978228,Pending,27-01-2020,CR500920,30-06-2024,817,3,2,0.165,0,0,1,0,1074000,177200,170,0.069508739,93,Low Risk
APP805354,CUST102193,02-02-2023,Personal,Wedding,75000,84,15.65,57500,600,0.036,0,Approved,74000,16-02-2023,1,1,Kabir,Deshpande,Male,03-02-1982,44,Single,2,Post Graduate,Self-Employed,Lawyer,690200,Surat,Gujarat,Mortgaged,20,kabir.deshpande75@yahoo.in,-8610017553,Verified,03-09-2015,CR502193,30-06-2024,744,2,1,0.289,0,0,0,0,186000,53800,276,0.098178933,90.2,Low Risk
APP805355,CUST102477,21-08-2022,Personal,Medical Emergency,969000,60,20.54,26500,4500,1.15,0,Approved,729000,27-08-2022,1,1,Aarav,Singh,Male,07-09-1973,52,Married,0,Post Graduate,Self-Employed,Architect,317900,Hyderabad,Telangana,Owned,10,aarav.singh94@rediffmail.com,-7240871329,Verified,31-10-2014,CR502477,30-06-2024,687,6,3,0.461,0,0,0,0,132000,60900,380,0.495832568,50.4,Medium Risk
APP805356,CUST104894,22-09-2022,Gold,Gold Loan,666000,12,11.6,68400,13100,1.055,1,Approved,608000,01-10-2022,1,0,Zaid,Sheikh,Male,18-10-1968,57,Single,1,Post Graduate,Self-Employed,Chartered Accountant,820300,Mysuru,Karnataka,Mortgaged,5,zaid.sheikh652@rediffmail.com,-8296421690,Verified,06-05-2014,CR504894,30-06-2024,721,5,0,0.138,3,0,0,0,457000,63100,404,0.641478902,35.9,High Risk
APP805357,CUST104420,02-12-2023,Home,Home Construction,2197000,36,10.29,88900,30300,1.142,1,Approved,1842000,05-12-2023,1,0,Isha,Rao,Female,28-01-1977,49,Married,2,Post Graduate,Salaried,Nurse,1066600,Gurugram,Haryana,Owned,23,isha.rao613@gmail.com,-8485854100,Verified,28-02-2018,CR504420,30-06-2024,702,3,0,0.353,0,0,0,0,520000,183600,345,0.360758381,63.9,Medium Risk
APP805361,CUST104362,22-06-2024,Gold,Gold Loan,57000,24,10.37,20400,2300,0.242,1,Approved,47000,10-07-2024,1,0,Nikhil,Khan,Male,23-08-1981,44,Married,1,High School,Salaried,HR Manager,244500,Lucknow,Uttar Pradesh,Owned,15,nikhil.khan30@gmail.com,-7876610091,Pending,04-04-2016,CR504362,30-06-2024,628,2,4,0.233,1,0,0,0,195000,45400,238,0.508369348,49.2,Medium Risk
APP805362,CUST102818,02-07-2023,Business,Equipment Purchase,1945000,48,17.53,110600,34300,0.822,1,Approved,1419000,20-07-2023,1,1,Zaid,Bhat,Male,18-07-1983,42,Married,1,Graduate,Salaried,Bank Officer,1327200,Chennai,Tamil Nadu,Family Owned,13,zaid.bhat859@rediffmail.com,-8151438276,Verified,04-06-2019,CR502818,30-06-2024,811,6,2,0.4,3,0,0,0,734000,293600,220,0.374493666,62.6,Medium Risk
APP805363,CUST102796,20-09-2022,Personal,Medical Emergency,654000,36,22.29,12200,1100,2.141,0,Approved,465000,07-10-2022,1,1,Sowmya,Singh,Female,18-11-1983,42,Married,1,High School,Retired,Retired Private Sector,146700,Coimbatore,Tamil Nadu,Owned,23,sowmya.singh338@rediffmail.com,-9074847257,Pending,17-08-2017,CR502796,30-06-2024,546,2,1,0.521,2,2,0,0,130000,67700,237,0.810178842,19,High Risk
APP805364,CUST100181,04-07-2023,Auto,New Car,1140000,12,11.22,64200,18000,1.853,1,Approved,826000,18-07-2023,1,1,Vihaan,Gupta,Male,25-08-1963,62,Married,5,Graduate,Salaried,HR Manager,770000,Kolkata,West Bengal,Mortgaged,10,vihaan.gupta836@gmail.com,-9456231395,Verified,26-05-2022,CR500181,30-06-2024,687,2,2,0.07,1,0,0,0,177000,12400,480,0.515718402,48.4,Medium Risk
APP805365,CUST102241,28-06-2024,Personal,Debt Consolidation,898000,48,20.54,50300,7500,0.697,0,Approved,645000,10-07-2024,1,0,Diya,Shah,Female,23-07-1978,47,Single,0,Post Graduate,Self-Employed,Freelance Designer,603900,Chandigarh,Chandigarh,Owned,3,diya.shah943@gmail.com,-8299362807,Pending,09-09-2014,CR502241,30-06-2024,669,4,0,0.393,0,0,0,0,207000,81400,306,0.350633084,64.9,Medium Risk
APP805366,CUST101470,03-09-2023,Personal,Medical Emergency,358000,12,18.61,73500,18200,0.696,0,Approved,350000,10-09-2023,1,0,Ananya,Bhat,Female,14-10-1978,47,Married,3,Post Graduate,Salaried,Software Engineer,881600,Kolkata,West Bengal,Rented,3,ananya.bhat851@rediffmail.com,-9677549394,Verified,23-01-2014,CR501470,30-06-2024,733,5,1,0.51,0,0,0,0,540000,275400,267,0.156788211,84.3,Low Risk
APP805367,CUST100148,23-10-2023,Auto,Two Wheeler,676000,12,10.3,34400,1800,1.785,1,Approved,567000,05-11-2023,1,0,Ayaan,Bose,Male,02-01-1952,74,Married,0,Graduate,Salaried,Analyst,412300,Surat,Gujarat,Owned,7,ayaan.bose288@outlook.com,-8860889773,Verified,20-04-2016,CR500148,30-06-2024,610,2,0,0.535,7,0,0,0,129000,69000,480,0.898968499,10.1,High Risk
APP805375,CUST103308,23-04-2024,Home,Home Construction,2026000,60,8.63,79200,13400,0.696,1,Approved,1503000,24-04-2024,1,1,Neha,Iyer,Female,07-05-1992,34,Widowed,4,Diploma,Salaried,Sales Executive,950500,Kolkata,West Bengal,Family Owned,4,neha.iyer968@rediffmail.com,-8570400103,Verified,31-08-2023,CR503308,30-06-2024,731,3,0,0.651,0,0,0,0,206000,134100,140,0.380311139,62,Medium Risk
APP805376,CUST103954,11-02-2023,Personal,Wedding,952000,48,20.94,61500,15900,0.737,1,Approved,749000,16-02-2023,1,0,Anil,Malhotra,Male,13-07-1996,29,Married,0,Post Graduate,Salaried,Sales Executive,738200,Bhopal,Madhya Pradesh,Owned,11,anil.malhotra128@outlook.com,-7941766355,Verified,20-07-2013,CR503954,30-06-2024,804,1,1,0.122,0,0,0,0,406000,49500,77,0.286138731,71.4,Low Risk
APP805377,CUST104228,20-11-2023,Personal,Wedding,969000,60,17.41,61600,6700,0.503,0,Approved,727000,06-12-2023,1,0,Rohan,Patel,Male,22-10-2001,24,Married,0,Professional Degree,Salaried,Sales Executive,739200,Indore,Madhya Pradesh,Rented,2,rohan.patel293@gmail.com,-7253095745,Verified,26-03-2023,CR504228,30-06-2024,600,2,1,0.082,1,0,0,0,219000,18000,32,0.405146647,59.5,Medium Risk
APP805379,CUST103247,25-01-2023,Education,Study Abroad,2494000,48,9.65,66500,22400,1.281,0,Approved,2453000,26-01-2023,1,1,Zaid,Sharma,Male,13-04-1977,49,Married,4,Graduate,Salaried,Bank Officer,798200,Kochi,Kerala,Family Owned,8,zaid.sharma275@rediffmail.com,-7216689260,Pending,01-04-2018,CR503247,30-06-2024,647,6,1,0.302,3,0,0,0,354000,106900,318,0.698529057,30.1,High Risk
APP805382,CUST104170,08-12-2022,Personal,Home Renovation,1221000,84,16.05,93900,17100,0.441,0,Approved,1001000,14-12-2022,1,0,Aarohi,Mukherjee,Female,01-05-2005,21,Single,2,Professional Degree,Salaried,Bank Officer,1127200,Gurugram,Haryana,Mortgaged,3,aarohi.mukherjee468@gmail.com,-9385953675,Pending,23-08-2023,CR504170,30-06-2024,792,4,1,0.136,1,1,0,0,327000,44500,6,0.055828488,94.4,Low Risk
APP805383,CUST101302,28-12-2022,Personal,Home Renovation,522000,48,15.88,44600,6500,0.477,1,Approved,516000,31-12-2022,1,1,Yash,Mehta,Male,11-04-1987,39,Widowed,2,Diploma,Self-Employed,Doctor (Practice),535000,Chennai,Tamil Nadu,Family Owned,17,yash.mehta197@gmail.com,-8969392386,Verified,21-10-2013,CR501302,30-06-2024,660,0,2,0.249,0,0,0,0,192000,47800,204,0.713958554,28.6,High Risk
APP805384,CUST104693,27-05-2023,Personal,Medical Emergency,228000,24,22.75,25700,1600,0.525,0,Approved,173000,07-06-2023,1,1,Harsh,Naidu,Male,13-07-1997,28,Married,1,Graduate,Self-Employed,Doctor (Practice),308900,Hyderabad,Telangana,Mortgaged,10,harsh.naidu410@rediffmail.com,-9446422980,Pending,27-09-2022,CR504693,30-06-2024,631,0,1,0.302,1,0,0,0,192000,58000,62,0.350660685,64.9,Medium Risk
APP805387,CUST103200,04-03-2024,Auto,Used Car,1403000,24,12.82,91000,12700,0.871,1,Approved,1377000,15-03-2024,1,0,Manish,Reddy,Male,25-05-1996,30,Single,0,Diploma,Salaried,Nurse,1091700,Hyderabad,Telangana,Rented,0,manish.reddy5@gmail.com,-8080823543,Pending,05-09-2013,CR503200,30-06-2024,763,4,5,0.185,1,0,0,0,907000,167800,96,0.291429606,70.9,Low Risk
APP805388,CUST103398,24-06-2023,Home,Home Purchase,8927000,240,8.71,63800,3600,1.289,1,Approved,7030000,28-06-2023,1,0,Nikhil,Kulkarni,Male,26-10-1966,59,Widowed,2,Post Graduate,Salaried,HR Manager,765900,Gurugram,Haryana,Mortgaged,8,nikhil.kulkarni728@yahoo.in,-9218183782,Verified,10-06-2017,CR503398,30-06-2024,777,2,1,0.393,0,0,0,0,203000,79800,461,0.435048084,56.5,Medium Risk
APP805390,CUST100593,03-09-2022,Personal,Medical Emergency,1019000,60,12.81,22400,1300,1.09,0,Approved,760000,06-09-2022,1,0,Aarohi,Singh,Female,13-05-1986,40,Divorced,0,Professional Degree,Retired,Retired Government Employee,268400,Mysuru,Karnataka,Rented,6,aarohi.singh105@gmail.com,-9616735047,Verified,29-05-2014,CR500593,30-06-2024,534,5,2,0.186,0,0,0,0,202000,37600,232,0.678983912,32.1,High Risk
APP805394,CUST101363,04-02-2024,Personal,Travel,590000,84,14.04,29700,3900,0.504,1,Approved,523000,12-02-2024,1,0,Kabir,Gupta,Male,16-06-1981,45,Married,1,Diploma,Business Owner,Trader,356100,Bhopal,Madhya Pradesh,Mortgaged,9,kabir.gupta226@yahoo.in,-8395967893,Verified,08-08-2015,CR501363,30-06-2024,533,1,3,0.239,1,1,0,0,153000,36600,271,0.741400535,25.9,High Risk
APP805396,CUST104545,01-08-2022,Personal,Wedding,300000,60,13.9,26100,2500,0.363,0,Approved,259000,14-08-2022,1,0,Vihaan,Menon,Male,14-04-2005,21,Married,1,Graduate,Salaried,Sales Executive,313200,Gurugram,Haryana,Owned,3,vihaan.menon494@gmail.com,-7771526985,Verified,08-01-2022,CR504545,30-06-2024,684,5,1,0.339,0,0,0,0,210000,71200,7,0.267676711,73.2,Low Risk
APP805397,CUST103369,09-04-2023,Business,Working Capital,3498000,60,12.86,125800,38000,0.933,0,Approved,2517000,27-04-2023,1,0,Kavya,Malhotra,Female,02-10-1988,37,Single,2,Post Graduate,Salaried,Accountant,1509000,Indore,Madhya Pradesh,Owned,8,kavya.malhotra361@rediffmail.com,-8520733452,Verified,08-07-2016,CR503369,30-06-2024,702,3,0,0.187,0,0,0,0,1246000,233000,180,0.291813588,70.8,Low Risk
APP805398,CUST104591,16-10-2023,Gold,Gold Loan,435000,12,11.5,36700,10500,1.336,1,Approved,419000,22-10-2023,1,1,Vikram,Mehta,Male,02-02-2002,24,Single,2,Post Graduate,Retired,Retired Government Employee,440600,Nagpur,Maharashtra,Owned,6,vikram.mehta992@yahoo.in,-7151570466,Verified,17-02-2019,CR504591,30-06-2024,619,5,0,0.53,2,0,0,0,147000,77900,14,0.534352741,46.6,Medium Risk
APP805399,CUST102308,13-08-2023,Auto,Used Car,2351000,12,9.8,20600,3500,3,1,Approved,2344000,23-08-2023,1,0,Anika,Nair,Female,11-02-2001,25,Single,0,Graduate,Salaried,HR Manager,247300,Gurugram,Haryana,Rented,7,anika.nair870@yahoo.in,-9261293063,Verified,24-06-2020,CR502308,30-06-2024,699,3,1,0.076,0,0,0,0,73000,5500,40,0.786665911,21.3,High Risk
APP805401,CUST104778,04-06-2024,Personal,Debt Consolidation,722000,84,22.23,70300,1500,0.263,0,Approved,677000,08-06-2024,1,0,Ritu,Verma,Female,02-04-1984,42,Single,2,Post Graduate,Salaried,Software Engineer,844100,Lucknow,Uttar Pradesh,Owned,16,ritu.verma241@rediffmail.com,-7371221089,Verified,14-09-2016,CR504778,30-06-2024,743,5,3,0.138,1,0,0,0,740000,102100,251,0.122029252,87.8,Low Risk
APP805414,CUST103907,09-06-2023,Auto,New Car,569000,60,11.24,105600,17500,0.283,1,Approved,475000,17-06-2023,1,0,Swati,Patel,Female,05-05-1981,45,Single,0,Post Graduate,Salaried,Teacher,1267600,Gurugram,Haryana,Rented,15,swati.patel931@outlook.com,-7028831770,Pending,05-02-2015,CR503907,30-06-2024,674,1,1,0.177,0,0,0,0,651000,115200,281,0.069920132,93,Low Risk
APP805420,CUST104574,06-02-2024,Personal,Travel,356000,48,20.19,46700,5000,0.34,0,Approved,350000,09-02-2024,1,0,Shreya,Malhotra,Female,08-09-1977,48,Married,2,Graduate,Salaried,Accountant,560700,Delhi,Delhi,Mortgaged,17,shreya.malhotra968@gmail.com,-7574875729,Pending,31-08-2014,CR504574,30-06-2024,767,6,0,0.261,0,0,0,0,272000,71000,323,0.08745508,91.3,Low Risk
APP805422,CUST100944,19-06-2024,Auto,Used Car,1480000,24,12.13,92000,11200,0.88,1,Approved,1228000,20-06-2024,1,0,Deepika,Mukherjee,Female,10-09-1984,41,Single,0,Post Graduate,Salaried,Teacher,1103400,Jaipur,Rajasthan,Rented,1,deepika.mukherjee490@outlook.com,-7197902340,Verified,16-11-2022,CR500944,30-06-2024,768,6,4,0.121,0,0,0,0,561000,67900,229,0.140416594,86,Low Risk
APP805423,CUST102459,27-05-2023,Personal,Debt Consolidation,1359000,48,14.04,54400,100,0.685,0,Approved,966000,29-05-2023,1,0,Farhan,Joshi,Male,30-12-2004,21,Married,1,Diploma,Salaried,Accountant,652900,Mumbai,Maharashtra,Family Owned,3,farhan.joshi276@outlook.com,-9357575961,Verified,21-03-2024,CR502459,30-06-2024,691,5,1,0.082,1,0,0,0,349000,28600,6,0.420176082,58,Medium Risk
APP805425,CUST103790,16-02-2023,Personal,Medical Emergency,1469000,48,18.28,45600,9100,1.151,0,Approved,1228000,24-02-2023,1,0,Nikhil,Joshi,Male,20-02-1988,38,Widowed,1,Graduate,Salaried,Software Engineer,547100,Ahmedabad,Gujarat,Family Owned,20,nikhil.joshi518@yahoo.in,-8445029532,Verified,25-04-2023,CR503790,30-06-2024,687,1,3,0.418,0,0,0,0,423000,176800,176,0.675514666,32.4,High Risk
APP805426,CUST101350,06-12-2022,Personal,Wedding,241000,24,19.87,122800,39600,0.422,0,Approved,225000,17-12-2022,1,0,Dev,Reddy,Male,07-06-1972,54,Married,4,Graduate,Salaried,Software Engineer,1473400,Chennai,Tamil Nadu,Mortgaged,8,dev.reddy218@rediffmail.com,-7683470370,Pending,02-03-2024,CR501350,30-06-2024,790,3,2,0.02,0,0,0,0,1284000,25700,372,0.115408816,88.5,Low Risk
APP805431,CUST104401,27-04-2023,Personal,Travel,151000,48,22.92,32000,5300,0.317,0,Approved,150000,16-05-2023,1,0,Arjun,Kapoor,Male,27-05-1985,41,Single,1,Graduate,Salaried,Teacher,383800,Lucknow,Uttar Pradesh,Owned,15,arjun.kapoor964@rediffmail.com,-7845374598,Verified,18-03-2023,CR504401,30-06-2024,623,6,3,0.34,2,0,0,0,147000,50000,203,0.392267701,60.8,Medium Risk
APP805432,CUST103531,01-05-2024,Personal,Wedding,1115000,84,18.55,63600,16400,0.632,0,Approved,976000,20-05-2024,1,0,Amit,Rao,Male,21-12-1985,40,Married,1,Post Graduate,Self-Employed,Consultant,763100,Kolkata,West Bengal,Family Owned,22,amit.rao272@yahoo.in,-8525325837,Verified,09-11-2013,CR503531,30-06-2024,687,4,1,0.284,0,0,0,0,307000,87200,217,0.353854606,64.6,Medium Risk
APP805437,CUST100526,27-04-2023,Gold,Gold Loan,641000,36,12.41,22100,3300,1.118,1,Approved,616000,17-05-2023,1,0,Aarohi,Das,Female,05-09-1988,37,Married,1,Post Graduate,Salaried,Bank Officer,265300,Pune,Maharashtra,Owned,5,aarohi.das76@rediffmail.com,-8266604816,Verified,23-12-2022,CR500526,30-06-2024,664,5,1,0.258,1,1,0,0,189000,48800,179,0.475154013,52.5,Medium Risk
APP805438,CUST103187,21-08-2022,Personal,Debt Consolidation,394000,12,19.27,100800,6800,0.428,0,Approved,293000,24-08-2022,1,0,Dev,Deshpande,Male,10-06-1981,45,Single,1,Graduate,Salaried,Software Engineer,1209800,Ahmedabad,Gujarat,Family Owned,20,dev.deshpande307@rediffmail.com,-9212402885,Verified,15-08-2019,CR503187,30-06-2024,755,6,3,0.201,0,0,0,0,408000,82000,281,0.229388872,77.1,Low Risk
APP805439,CUST102177,08-04-2024,Personal,Travel,1034000,36,19.72,106200,27300,0.618,0,Approved,911000,22-04-2024,1,1,Siddharth,Gupta,Male,27-04-1988,38,Married,1,Post Graduate,Salaried,Teacher,1274200,Kochi,Kerala,Owned,13,siddharth.gupta612@gmail.com,-9120906392,Verified,11-02-2021,CR502177,30-06-2024,838,2,3,0.577,0,0,0,0,1003000,578700,160,0.21252165,78.7,Low Risk
APP805440,CUST101197,13-02-2024,Business,Business Expansion,470000,60,18.31,42400,1000,0.307,0,Approved,459000,19-02-2024,1,0,Aadhya,Banerjee,Female,31-03-2002,24,Married,1,Post Graduate,Self-Employed,Consultant,508800,Hyderabad,Telangana,Rented,6,aadhya.banerjee393@gmail.com,-8390254865,Verified,10-04-2020,CR501197,30-06-2024,646,2,1,0.359,3,0,0,0,358000,128500,43,0.248993603,75.1,Low Risk
APP805442,CUST101605,16-08-2022,Home,Plot Purchase,4597000,36,8.48,73700,4100,2.025,1,Approved,3932000,21-08-2022,1,1,Amit,Naidu,Male,18-06-1969,57,Married,1,Professional Degree,Salaried,Software Engineer,883900,Kochi,Kerala,Owned,6,amit.naidu360@rediffmail.com,-9357321456,Verified,11-12-2014,CR501605,30-06-2024,834,4,1,0.566,1,0,0,0,234000,132400,417,0.33738888,66.3,Medium Risk
APP805446,CUST100712,13-03-2024,Personal,Medical Emergency,1461000,84,19.42,75700,12800,0.591,0,Approved,1078000,23-03-2024,1,0,Anil,Khan,Male,13-12-1986,39,Divorced,0,Post Graduate,Business Owner,Restaurant Owner,908000,Bengaluru,Karnataka,Owned,21,anil.khan830@rediffmail.com,-9596599042,Verified,01-03-2014,CR500712,30-06-2024,724,2,1,0.437,0,0,0,0,634000,277100,214,0.320407287,68,Medium Risk
APP805448,CUST103055,29-07-2023,Personal,Medical Emergency,1287000,24,23.21,65500,19500,1.328,0,Approved,1248000,17-08-2023,1,1,Sandeep,Sheikh,Male,03-04-1978,48,Married,4,Graduate,Salaried,Bank Officer,786500,Noida,Uttar Pradesh,Mortgaged,11,sandeep.sheikh506@outlook.com,-7533428837,Verified,22-10-2018,CR503055,30-06-2024,715,4,0,0.561,0,0,1,0,350000,196400,335,0.509482856,49.1,Medium Risk
APP805449,CUST104121,26-03-2024,Auto,New Car,1638000,24,10.54,24000,8100,3,1,Approved,1360000,28-03-2024,1,1,Sandeep,Reddy,Male,20-10-1980,45,Single,2,Graduate,Business Owner,Restaurant Owner,287800,Bengaluru,Karnataka,Family Owned,4,sandeep.reddy83@outlook.com,-7377419618,Verified,16-04-2024,CR504121,30-06-2024,717,6,0,0.341,1,0,0,0,230000,78400,244,0.842247074,15.8,High Risk
APP805452,CUST100216,30-03-2023,Personal,Wedding,766000,60,14.2,47800,3200,0.441,0,Approved,711000,07-04-2023,1,0,Siddharth,Kapoor,Male,12-05-2005,21,Single,0,Post Graduate,Salaried,HR Manager,574000,Bengaluru,Karnataka,Family Owned,2,siddharth.kapoor956@rediffmail.com,-8888678440,Verified,14-02-2024,CR500216,30-06-2024,697,6,2,0.233,1,1,0,0,342000,79700,6,0.203156631,79.7,Low Risk
APP805454,CUST104505,10-12-2023,Personal,Medical Emergency,942000,12,13.24,54600,8300,1.696,0,Approved,730000,21-12-2023,1,1,Amit,Mehta,Male,29-09-1968,57,Widowed,2,Professional Degree,Self-Employed,Lawyer,654900,Mumbai,Maharashtra,Family Owned,16,amit.mehta614@rediffmail.com,-7145948437,Verified,09-02-2023,CR504505,30-06-2024,702,4,0,0.64,0,0,0,0,243000,155500,442,0.761563479,23.8,High Risk
APP805459,CUST104588,16-03-2023,Personal,Medical Emergency,79000,12,18.89,80200,24700,0.399,1,Approved,56000,22-03-2023,1,0,Zaid,Singh,Male,15-10-1999,26,Divorced,1,High School,Salaried,Nurse,962800,Jaipur,Rajasthan,Owned,1,zaid.singh674@outlook.com,-9028403623,Verified,25-11-2021,CR504588,30-06-2024,801,2,2,0.432,0,0,0,0,309000,133500,21,0.147718588,85.2,Low Risk
APP805461,CUST100251,22-02-2023,Personal,Wedding,919000,24,12.68,23100,2100,1.979,0,Approved,741000,12-03-2023,1,1,Nikhil,Bose,Male,08-09-1977,48,Married,1,Diploma,Salaried,Bank Officer,276800,Jaipur,Rajasthan,Rented,10,nikhil.bose732@outlook.com,-8830681414,Verified,01-10-2023,CR500251,30-06-2024,582,5,3,0.534,2,2,0,0,216000,115300,298,0.823664034,17.6,High Risk
APP805463,CUST100846,09-01-2023,Business,Equipment Purchase,5347000,60,19.13,59500,4100,2.405,0,Approved,4685000,16-01-2023,1,1,Zaid,Sheikh,Male,23-11-1973,52,Married,0,Graduate,Salaried,HR Manager,714500,Chennai,Tamil Nadu,Family Owned,21,zaid.sheikh199@rediffmail.com,-9823061979,Verified,11-11-2021,CR500846,30-06-2024,694,3,1,0.108,2,0,0,0,629000,67900,384,0.722446326,27.8,High Risk
APP805465,CUST104078,24-05-2023,Auto,New Car,422000,60,13.2,76500,3600,0.173,1,Approved,383000,09-06-2023,1,0,Vikram,Mukherjee,Male,25-02-1997,29,Married,1,Post Graduate,Salaried,Analyst,918500,Lucknow,Uttar Pradesh,Family Owned,11,vikram.mukherjee412@outlook.com,-7932969439,Verified,11-06-2022,CR504078,30-06-2024,795,4,0,0.268,1,0,0,0,409000,109600,107,0.035665905,96.4,Low Risk
APP805467,CUST102973,27-06-2023,Auto,Used Car,253000,48,9.46,24100,3900,0.426,1,Approved,216000,02-07-2023,1,1,Ayaan,Banerjee,Male,31-01-2005,21,Married,1,Graduate,Self-Employed,Lawyer,288700,Chennai,Tamil Nadu,Family Owned,3,ayaan.banerjee963@rediffmail.com,-7712382484,Verified,05-11-2023,CR502973,30-06-2024,582,2,2,0.448,5,0,0,0,227000,101700,6,0.81310565,18.7,High Risk
APP805468,CUST100553,13-03-2024,Auto,Two Wheeler,493000,60,12.2,21000,2700,0.652,1,Approved,475000,16-03-2024,1,0,Sneha,Gill,Female,26-05-1980,46,Single,2,Graduate,Salaried,Accountant,252500,Lucknow,Uttar Pradesh,Family Owned,18,sneha.gill481@gmail.com,-8079274163,Verified,29-04-2021,CR500553,30-06-2024,505,4,2,0.221,0,0,0,0,93000,20600,258,0.603208818,39.7,High Risk
APP805470,CUST100416,25-03-2024,Business,Working Capital,2007000,60,13.66,71000,15400,0.87,0,Approved,1567000,28-03-2024,1,0,Ananya,Naidu,Female,26-09-1996,29,Single,2,Graduate,Self-Employed,Consultant,852100,Ahmedabad,Gujarat,Owned,3,ananya.naidu452@yahoo.in,-8834052714,Pending,24-10-2014,CR500416,30-06-2024,738,4,2,0.083,1,0,0,0,604000,50100,103,0.455797729,54.4,Medium Risk
APP805472,CUST100540,05-05-2023,Business,Business Expansion,4294000,48,12.96,52400,6300,2.316,0,Approved,3972000,09-05-2023,1,1,Nisha,Joshi,Female,04-05-1984,42,Married,1,Post Graduate,Salaried,Teacher,629100,Noida,Uttar Pradesh,Family Owned,24,nisha.joshi820@outlook.com,-8432524953,Verified,11-08-2014,CR500540,30-06-2024,675,3,1,0.173,0,0,1,0,377000,65200,227,0.767714884,23.2,High Risk
APP805475,CUST100809,27-05-2024,Education,Study Abroad,905000,120,11.86,58400,6500,0.332,0,Approved,852000,06-06-2024,1,0,Ishaan,Kaur,Male,17-12-1985,40,Single,2,Post Graduate,Salaried,Accountant,701000,Chennai,Tamil Nadu,Owned,1,ishaan.kaur422@yahoo.in,-9484308933,Verified,10-05-2018,CR500809,30-06-2024,723,6,1,0.091,2,0,0,0,545000,49600,232,0.164336804,83.6,Low Risk
APP805476,CUST100487,09-07-2022,Personal,Debt Consolidation,1168000,84,23.33,96700,5200,0.347,1,Approved,1009000,16-07-2022,1,0,Sana,Rao,Female,09-03-2003,23,Married,2,Graduate,Business Owner,Retail Store Owner,1160700,Bengaluru,Karnataka,Family Owned,5,sana.rao131@gmail.com,-9781743639,Pending,13-05-2022,CR500487,30-06-2024,651,5,1,0.454,1,0,0,0,491000,222900,27,0.313652141,68.6,Medium Risk
APP805477,CUST101071,25-12-2023,Education,Skill Certification,1649000,12,10.58,57700,17800,2.828,0,Approved,1487000,14-01-2024,1,1,Fatima,Sharma,Female,18-02-1990,36,Single,0,Post Graduate,Business Owner,Retail Store Owner,692700,Kolkata,West Bengal,Rented,18,fatima.sharma581@gmail.com,-8453572499,Verified,30-06-2015,CR501071,30-06-2024,597,4,2,0.212,0,0,0,0,459000,97300,184,0.852814542,14.7,High Risk
APP805478,CUST102701,15-05-2023,Personal,Wedding,1170000,12,12.56,88300,8800,1.281,0,Approved,917000,21-05-2023,1,0,Pranav,Verma,Male,13-05-1972,54,Married,1,Post Graduate,Business Owner,Manufacturer,1059500,Coimbatore,Tamil Nadu,Owned,7,pranav.verma723@outlook.com,-9360106839,Pending,04-02-2017,CR502701,30-06-2024,810,1,1,0.188,0,0,0,0,891000,167500,381,0.42765844,57.2,Medium Risk
APP805479,CUST100188,29-12-2023,Home,Home Construction,11130000,12,9.52,154900,12000,3,1,Approved,8190000,18-01-2024,1,1,Vikram,Kaur,Male,31-03-1999,27,Married,4,Post Graduate,Salaried,Nurse,1858600,Hyderabad,Telangana,Mortgaged,9,vikram.kaur82@yahoo.in,-9460789624,Verified,07-06-2018,CR500188,30-06-2024,832,6,0,0.272,1,1,0,0,412000,112100,76,0.439638287,56,Medium Risk
APP805480,CUST104634,04-12-2023,Auto,Used Car,676000,48,9.61,49700,5700,0.457,1,Approved,616000,12-12-2023,1,0,Pranav,Rao,Male,01-11-1987,38,Single,0,Graduate,Salaried,Accountant,596800,Mysuru,Karnataka,Family Owned,20,pranav.rao329@outlook.com,-7749220893,Verified,21-05-2017,CR504634,30-06-2024,687,5,2,0.386,1,0,0,0,328000,126600,178,0.448702777,55.1,Medium Risk
APP805484,CUST100302,08-08-2023,Personal,Travel,588000,48,12.12,66400,8400,0.36,0,Approved,553000,23-08-2023,1,1,Sowmya,Verma,Female,30-05-1992,34,Married,0,Post Graduate,Business Owner,Contractor,796200,Bhopal,Madhya Pradesh,Owned,9,sowmya.verma161@gmail.com,-8213063419,Verified,17-12-2018,CR500302,30-06-2024,685,3,2,0.392,2,0,0,0,646000,253200,157,0.464424737,53.6,Medium Risk
